启运港,目的港,航线ID,共舱船公司,正向路径,反向路径,中间时间
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,580f3ecbeb8e46e436d696fe7a4e490b,OOCL(CSS3),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 厦门(XIAMEN)[2天] → 广州南沙(NANSHA)[5天] → 新加坡(SINGAPORE)[1天] → 巴西古单(PASIR GUDANG),巴生西(PORT KELANG W)[2天] → 槟城(PENANG)[2天] → 巴生西(PORT KELANG W)[5天] → 广州南沙(NANSHA)[5天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,0a669d4ffad56e3893d8f9fa10d9d6a8,中联航运(MFX) | 可达利(MFX) | EMC(AEF) | BAL(MFX),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[1天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[6天] → 新加坡(SINGAPORE),巴生西(PORT KELANG W)[12天] → 蒙巴萨(MOMBASA)[14天] → 新加坡(SINGAPORE)[9天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,1972c79810b65c9e82e2bec7255d180d,EMC(NCS),仁川(INCHON)[1天] → 青岛(QINGDAO)[2天] → 宁波(NINGBO)[3天] → 江阴(JIANGYIN)[2天] → 香港(HONG KONG)[0天] → 深圳盐田(YANTIAN)[5天] → 巴西古单(PASIR GUDANG),巴生北(PORT KELANG N)[1天] → 巴生西(PORT KELANG W)[1天] → 槟城(PENANG)[2天] → 关丹(KUANTAN)[5天] → 香港(HONG KONG)[1天] → 高雄(KAOHSIUNG)[4天] → 仁川(INCHON),1天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,e8083447ce75e3a9d79f5bbfddd028c4,TSL(CIX2) | UNIFEEDER(CIX) | EMC(CIX2) | 阿联酋(CIX2),天津(TIANJIN)[2天] → 青岛(QINGDAO)[4天] → 高雄(KAOHSIUNG)[6天] → 新加坡(SINGAPORE)[1天] → 巴生西(PORT KELANG W)[8天] → 那瓦西瓦(NHAVA SHEVA),蒙德拉(MUNDRA)[6天] → 科伦坡(COLOMBO)[5天] → 巴生西(PORT KELANG W)[2天] → 新加坡(SINGAPORE)[11天] → 天津(TIANJIN),4天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,b3877fdb3351d8a786b7f153815b7e73,COSCO(AIS) | KMTC(AIS) | TSL(AIS) | 阿联酋(KCIS),青岛(QINGDAO)[2天] → 光阳(KWANGYANG)[1天] → 釜山新港(BUSAN NEW PORT)[2天] → 宁波(NINGBO)[3天] → 深圳蛇口(SHEKOU)[5天] → 新加坡(SINGAPORE)[2天] → 巴生西(PORT KELANG W),那瓦西瓦(NHAVA SHEVA)[3天] → 蒙德拉(MUNDRA)[2天] → 卡拉奇SAPT港(KARACHI--SAPT)[11天] → 巴生西(PORT KELANG W)[5天] → 香港(HONG KONG)[5天] → 青岛(QINGDAO),8天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,b119613138f7639e11656f06501fcdc6,IAL(ICI) | WHL(CI2) | RCL(RNI6),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[4天] → 广州南沙(NANSHA)[6天] → 巴生西(PORT KELANG W),巴生北(PORT KELANG N)[7天] → 那瓦西瓦(NHAVA SHEVA)[3天] → 科钦(COCHIN)[6天] → 巴生北(PORT KELANG N)[10天] → 青岛(QINGDAO),1天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,3e393cc4bd64f53235983fa15b1dabf7,BLPL(GALEX) | ONE(AG2) | HMM(GLX) | GFS(GALEX) | 可达利(GALEX) | KMTC(AIM) | RCL(RIM12),釜山新港(BUSAN NEW PORT)[3天] → 青岛(QINGDAO)[4天] → 厦门(XIAMEN)[2天] → 深圳大铲湾(DA CHAN BAY)[6天] → 巴生西(PORT KELANG W),杰贝阿里(JEBEL ALI)[3天] → 达曼(DAMMAM)[2天] → 巴林(BAHRAIN)[18天] → 釜山新港(BUSAN NEW PORT),11天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,d5768c3568605517287a17f0b5755f57,CNC(KCM2CNC) | COSCO(KCM2) | TSL(KCM2),天津(TIANJIN)[3天] → 釜山新港(BUSAN NEW PORT)[4天] → 青岛(QINGDAO)[2天] → 宁波(NINGBO)[1天] → 上海(SHANGHAI)[2天] → 汕头(SHANTOU)[1天] → 深圳蛇口(SHEKOU)[6天] → 巴生西(PORT KELANG W),槟城(PENANG)[2天] → 巴生西(PORT KELANG W)[2天] → 新加坡(SINGAPORE)[6天] → 广州南沙(NANSHA)[4天] → 上海(SHANGHAI)[3天] → 青岛(QINGDAO)[4天] → 天津(TIANJIN),2天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,5e0990025edb36c8b79e116f816b74cf,MSC(DOLPHIN),青岛(QINGDAO)[2天] → 大连(DALIAN)[1天] → 天津(TIANJIN)[5天] → 高雄(KAOHSIUNG)[1天] → 广州南沙(NANSHA)[6天] → 巴生西(PORT KELANG W)[2天] → 新加坡(SINGAPORE),三宝垄(SEMARANG)[2天] → 泗水(SURABAYA)[3天] → 新加坡(SINGAPORE)[10天] → 海防(HAIPHONG)[6天] → 釜山新港(BUSAN NEW PORT)[5天] → 青岛(QINGDAO),6天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,2f26d80d842cbb1ee4c90790fdd9b312,COSCO(FCS) | TSL(IFX) | RCL(RFM3),釜山(BUSAN)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 深圳蛇口(SHEKOU)[6天] → 新加坡(SINGAPORE)[2天] → 巴生西(PORT KELANG W),清奈(CHENNAI)[4天] → 维沙卡帕特南(VISAKHAPATNAM)[5天] → 巴生西(PORT KELANG W)[2天] → 新加坡(SINGAPORE)[5天] → 马尼拉北(MANILA N)[12天] → 釜山(BUSAN),6天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,3954527c3c850b4440cb9b28d16e872e,OOCL(CSS1) | COSCO(PA1) | YML(PA1),大连(DALIAN)[1天] → 天津(TIANJIN)[3天] → 青岛(QINGDAO)[3天] → 宁波(NINGBO),新加坡(SINGAPORE)[1天] → 巴生西(PORT KELANG W)[7天] → 广州南沙(NANSHA)[6天] → 大连(DALIAN),7天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,7dd77f4df02dde856ab26fe9ebd59613,PEAK(CWS2) | 亚海航运(CSX) | 中联航运(CSX) | X-PRESS(CWX2) | 阿联酋(ECSX) | EMC(CIX8) | RCL(RNI2),青岛(QINGDAO)[4天] → 厦门(XIAMEN)[2天] → 广州南沙(NANSHA)[2天] → 深圳大铲湾(DA CHAN BAY)[5天] → 巴生西(PORT KELANG W),科伦坡(COLOMBO)[4天] → 那瓦西瓦(NHAVA SHEVA)[3天] → 蒙德拉(MUNDRA)[9天] → 巴生西(PORT KELANG W)[8天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询欧洲欧基港荷兰鹿特丹,88d8debf42ba9e2786017387eb03f043,OOCL(LL5) | EMC(FAL3) | COSCO(AEU6) | CMA(FAL3),宁波(NINGBO)[4天] → 上海(SHANGHAI)[4天] → 深圳盐田(YANTIAN)[6天] → 新加坡(SINGAPORE)[30天] → 勒阿弗尔(LE HAVRE)[3天] → 鹿特丹(ROTTERDAM),汉堡(HAMBURG)[4天] → 安特卫普(ANTWERP)[7天] → 丹吉尔(TANGIER)[32天] → 巴生西(PORT KELANG W)[10天] → 宁波(NINGBO),5天
青岛,明日数航船期查询欧洲欧基港荷兰鹿特丹,0ae59bc3810e57fafc7d05c85863d29e,HMM(FE3) | ONE(FE3) | YML(FE3) | MSC(CONDOR SERVICE),青岛(QINGDAO)[4天] → 釜山新港(BUSAN NEW PORT)[3天] → 上海(SHANGHAI)[3天] → 厦门(XIAMEN)[7天] → 新加坡(SINGAPORE)[27天] → 阿尔赫西拉斯(ALGECIRAS),鹿特丹(ROTTERDAM)[4天] → 汉堡(HAMBURG)[4天] → 南安普顿(SOUTHAMPTON)[37天] → 新加坡(SINGAPORE)[6天] → 深圳盐田(YANTIAN)[5天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询欧洲欧基港荷兰鹿特丹,1694e8251685d34035c142643c70da5c,HMM(FE5) | ONE(FE5) | YML(FE5) | MSC(LION),青岛(QINGDAO)[3天] → 丽水(YEOSU)[3天] → 宁波(NINGBO)[4天] → 上海(SHANGHAI)[5天] → 深圳盐田(YANTIAN)[6天] → 新加坡(SINGAPORE)[28天] → 锡尼什港(SINES)[5天] → 勒阿弗尔(LE HAVRE),汉堡(HAMBURG)[4天] → 鹿特丹(ROTTERDAM)[5天] → 安特卫普(ANTWERP)[4天] → 勒阿弗尔(LE HAVRE)[32天] → 阿布扎比(ABU DHABI)[2天] → 杰贝阿里(JEBEL ALI)[12天] → 新加坡(SINGAPORE)[10天] → 青岛(QINGDAO),3天
青岛,明日数航船期查询欧洲欧基港荷兰鹿特丹,3418c96203d2ab4d9b59d58203d9f987,CMA(FAL6) | OOCL(LL6) | EMC(CEM) | COSCO(AEU5),高雄(KAOHSIUNG)[5天] → 青岛(QINGDAO)[3天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[2天] → 台北(TAIPEI)[2天] → 深圳盐田(YANTIAN)[5天] → 新加坡(SINGAPORE),鹿特丹(ROTTERDAM)[4天] → 费利克斯托(FELIXSTOWE)[4天] → 汉堡(HAMBURG)[4天] → 鹿特丹(ROTTERDAM)[29天] → 科伦坡(COLOMBO)[4天] → 巴生西(PORT KELANG W)[6天] → 高雄(KAOHSIUNG),28天
青岛,明日数航船期查询欧洲欧基港荷兰鹿特丹,60f12f611b3d221a58a829148ef4f10f,COSCO(AEU3) | OOCL(LL2) | EMC(NE3) | CMA(FAL2),天津(TIANJIN)[2天] → 大连(DALIAN)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[7天] → 新加坡(SINGAPORE),鹿特丹(ROTTERDAM)[3天] → 汉堡(HAMBURG)[4天] → 安特卫普(ANTWERP)[41天] → 上海(SHANGHAI)[4天] → 天津(TIANJIN),31天
青岛,明日数航船期查询欧洲欧基港荷兰鹿特丹,ca708bdf0b904c74aed0c09fab3a6ab7,MAERSK(AE5) | HPL(NE4),青岛(QINGDAO)[6天] → 深圳盐田(YANTIAN)[6天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[30天] → 伦敦口岸(LONDON GATEWAY)[3天] → 汉堡(HAMBURG)[2天] → 不来梅哈芬(BREMERHAVEN),奥尔胡斯(AARHUS)[3天] → 哥德堡(GOTHENBURG)[3天] → 鹿特丹(ROTTERDAM)[31天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[10天] → 青岛(QINGDAO),4天
青岛,明日数航船期查询拉丁美洲中美洲巴拿马巴尔博亚,c5b85087c069662ed7444f2fee063d02,CMA(PEX2) | COSCO(CAX1) | OOCL(TLC1),新加坡(SINGAPORE)[4天] → 深圳蛇口(SHEKOU)[1天] → 香港(HONG KONG)[4天] → 宁波(NINGBO)[1天] → 上海(SHANGHAI)[3天] → 青岛(QINGDAO)[3天] → 釜山新港(BUSAN NEW PORT),"巴尔博亚(BALBOA)[2天] → 巴拿马曼萨尼约(MANZANILLO)[2天] → 卡塔赫纳(CARTAGENA)[2天] → 金士顿(KINGSTON,JM)[4天] → 考赛多(CAUCEDO)[37天] → 新加坡(SINGAPORE)",28天
青岛,明日数航船期查询拉丁美洲中美洲巴拿马巴尔博亚,f21fdc240ce21352f38b08c5358695ee,MAERSK(AC2),上海(SHANGHAI)[4天] → 青岛(QINGDAO)[3天] → 釜山新港(BUSAN NEW PORT)[4天] → 横滨(YOKOHAMA)[15天] → 墨西哥曼萨尼约(MANZANILLO)[3天] → 拉萨罗卡德纳斯(LAZARO CARDENAS),波索尔哈(POSORJA)[4天] → 巴尔博亚(BALBOA)[6天] → 墨西哥曼萨尼约(MANZANILLO)[2天] → 拉萨罗卡德纳斯(LAZARO CARDENAS)[23天] → 上海(SHANGHAI),6天
青岛,明日数航船期查询东南亚印尼/菲律宾菲律宾马尼拉北,0a6cc5cbb437b535d1d0131e7b6f6c57,COSCO(NCP) | 外运集运(NCP),天津(TIANJIN)[2天] → 青岛(QINGDAO)[3天] → 上海(SHANGHAI),厦门(XIAMEN)[5天] → 马尼拉北(MANILA N)[10天] → 天津(TIANJIN),1天
青岛,明日数航船期查询东南亚印尼/菲律宾菲律宾马尼拉北,7f0a2ab2babc0cca0193bd9ab7c1ea33,CNC(BMXCNC) | COSCO(BMX),大连(DALIAN)[2天] → 天津(TIANJIN)[4天] → 青岛(QINGDAO)[4天] → 厦门(XIAMEN)[2天] → 汕头(SHANTOU)[1天] → 深圳蛇口(SHEKOU)[1天] → 广州南沙(NANSHA),马尼拉北(MANILA N)[1天] → 马尼拉南(MANILA S)[4天] → 达沃(DAVAO)[8天] → 釜山新港(BUSAN NEW PORT)[1天] → 马山(MASAN)[2天] → 大连(DALIAN),5天
青岛,明日数航船期查询东南亚印尼/菲律宾菲律宾马尼拉北,d5f78354542b206f37b2d748c81f0cc7,SITC(CPX6),天津(TIANJIN)[2天] → 烟台港(YANTAIGANG)[1天] → 青岛(QINGDAO)[3天] → 上海(SHANGHAI)[1天] → 温州港(WENZHOUGANG)[2天] → 厦门(XIAMEN),苏比克湾(SUBIC BAY)[2天] → 马尼拉北(MANILA N)[4天] → 宿务(CEBU)[3天] → 达沃(DAVAO)[8天] → 天津(TIANJIN),2天
青岛,明日数航船期查询东南亚印尼/菲律宾菲律宾马尼拉北,22e24ac52e0d528fffd24339d4dfe08b,EMC(KTP),大连(DALIAN)[1天] → 天津(TIANJIN)[2天] → 青岛(QINGDAO)[4天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU)[1天] → 高雄(KAOHSIUNG),马尼拉北(MANILA N)[5天] → 林查班(LAEM CHABANG)[4天] → 香港(HONG KONG)[2天] → 台北(TAIPEI)[6天] → 大连(DALIAN),2天
青岛,明日数航船期查询东南亚印尼/菲律宾菲律宾马尼拉北,a4679483f420298bdaf99d9177d7e0d0,MAERSK(PHI 3),青岛(QINGDAO)[1天] → 仁川(INCHON)[3天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO),马尼拉北(MANILA N)[1天] → 马尼拉南(MANILA S)[8天] → 青岛(QINGDAO),6天
青岛,明日数航船期查询东南亚印尼/菲律宾菲律宾马尼拉北,7f91d2264f9cf60ebebc8e44d08d7bdc,TSL(MBX),天津(TIANJIN)[2天] → 大连(DALIAN)[1天] → 青岛(QINGDAO)[1天] → 连云港(LIANYUNGANG)[4天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU),广州南沙(NANSHA)[3天] → 马尼拉北(MANILA N)[1天] → 马尼拉南(MANILA S)[3天] → 香港(HONG KONG)[5天] → 天津(TIANJIN),0天
青岛,明日数航船期查询东南亚印尼/菲律宾菲律宾马尼拉北,ca0760385d2ed8ecb3c963702f431491,亚海航运(NPX) | ZIM(NPX),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[1天] → 宁波(NINGBO),马尼拉北(MANILA N)[6天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询东南亚印尼/菲律宾菲律宾马尼拉南,a4679483f420298bdaf99d9177d7e0d0,MAERSK(PHI 3),青岛(QINGDAO)[1天] → 仁川(INCHON)[3天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO),马尼拉北(MANILA N)[1天] → 马尼拉南(MANILA S)[8天] → 青岛(QINGDAO),6天
青岛,明日数航船期查询东南亚印尼/菲律宾菲律宾马尼拉南,7f0a2ab2babc0cca0193bd9ab7c1ea33,CNC(BMXCNC) | COSCO(BMX),大连(DALIAN)[2天] → 天津(TIANJIN)[4天] → 青岛(QINGDAO)[4天] → 厦门(XIAMEN)[2天] → 汕头(SHANTOU)[1天] → 深圳蛇口(SHEKOU)[1天] → 广州南沙(NANSHA),马尼拉北(MANILA N)[1天] → 马尼拉南(MANILA S)[4天] → 达沃(DAVAO)[8天] → 釜山新港(BUSAN NEW PORT)[1天] → 马山(MASAN)[2天] → 大连(DALIAN),5天
青岛,明日数航船期查询东南亚印尼/菲律宾菲律宾马尼拉南,fbe0ef72ddbd9aca7259f892102fb207,亚海航运(NPX2),日照港(RIZHAO)[1天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI),马尼拉南(MANILA S)[7天] → 日照港(RIZHAO),4天
青岛,明日数航船期查询东南亚印尼/菲律宾菲律宾马尼拉南,7f91d2264f9cf60ebebc8e44d08d7bdc,TSL(MBX),天津(TIANJIN)[2天] → 大连(DALIAN)[1天] → 青岛(QINGDAO)[1天] → 连云港(LIANYUNGANG)[4天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU),广州南沙(NANSHA)[3天] → 马尼拉北(MANILA N)[1天] → 马尼拉南(MANILA S)[3天] → 香港(HONG KONG)[5天] → 天津(TIANJIN),0天
青岛,明日数航船期查询东南亚印尼/菲律宾菲律宾马尼拉南,738ed24ac0cb05fc8453aaac5432ffea,SITC(CPX1),大连(DALIAN)[1天] → 天津(TIANJIN)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 温州港(WENZHOUGANG),马尼拉南(MANILA S)[6天] → 达沃(DAVAO)[4天] → 卡加延(CAGAYAN)[4天] → 上海(SHANGHAI)[3天] → 大连(DALIAN),3天
青岛,明日数航船期查询中东印巴红海中东沙特阿拉伯达曼,1dff14eb35c31fc10a574b924a2a9375,CMA(CIMEX7) | COSCO(MEX) | EMC(CMEX) | OOCL(ME5),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[4天] → 广州南沙(NANSHA)[4天] → 新加坡(SINGAPORE)[10天] → 杰贝阿里(JEBEL ALI),阿布扎比(ABU DHABI)[2天] → 达曼(DAMMAM)[3天] → 阿布扎比(ABU DHABI)[11天] → 巴生西(PORT KELANG W)[9天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询中东印巴红海中东沙特阿拉伯达曼,5e089f888998a710e1f2e8241cf440f1,OOCL(ME1) | CMA(CIMEX1) | COSCO(MEX4) | EMC(AMA),青岛(QINGDAO)[3天] → 宁波(NINGBO)[4天] → 深圳蛇口(SHEKOU)[5天] → 新加坡(SINGAPORE)[11天] → 阿布扎比(ABU DHABI),杰贝阿里(JEBEL ALI)[2天] → 哈马德港(HAMAD PORT)[2天] → 达曼(DAMMAM)[18天] → 新加坡(SINGAPORE)[10天] → 青岛(QINGDAO),1天
青岛,明日数航船期查询中东印巴红海中东沙特阿拉伯达曼,ec3ded9b6d56bc7d67b8f1d3432a7021,HMM(KMP) | YML(GS2) | ONE(GS2),釜山新港(BUSAN NEW PORT)[5天] → 大连(DALIAN)[2天] → 天津(TIANJIN)[2天] → 青岛(QINGDAO)[3天] → 釜山新港(BUSAN NEW PORT)[4天] → 上海(SHANGHAI)[1天] → 宁波(NINGBO)[3天] → 高雄(KAOHSIUNG)[1天] → 深圳蛇口(SHEKOU)[5天] → 新加坡(SINGAPORE)[10天] → 杰贝阿里(JEBEL ALI)[3天] → 达曼(DAMMAM)[3天] → 朱拜勒(JUBAIL),哈马德港(HAMAD PORT)[2天] → 阿布扎比(ABU DHABI)[1天] → 杰贝阿里(JEBEL ALI)[3天] → 苏哈(SOHAR)[17天] → 新加坡(SINGAPORE)[4天] → 林查班(LAEM CHABANG)[4天] → 盖梅港(CAI MEP)[6天] → 上海(SHANGHAI)[4天] → 釜山新港(BUSAN NEW PORT)[14天] → 长滩(LONG BEACH)[8天] → 奥克兰(OAKLAND)[19天] → 釜山新港(BUSAN NEW PORT),2天
青岛,明日数航船期查询中东印巴红海中东沙特阿拉伯达曼,4fedd7bfccdc6621645019ab8b3d74b0,HMM(KME),,,
青岛,明日数航船期查询中东印巴红海中东沙特阿拉伯达曼,10a020e86f3bc14ecb9a5b02f51b4ab6,MSC(CLANGA),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[4天] → 广州南沙(NANSHA)[6天] → 新加坡(SINGAPORE)[8天] → 那瓦西瓦(NHAVA SHEVA),达曼(DAMMAM)[4天] → 哈马德港(HAMAD PORT)[1天] → 朱拜勒(JUBAIL)[2天] → 巴林(BAHRAIN)[8天] → 科伦坡(COLOMBO)[13天] → 青岛(QINGDAO),6天
青岛,明日数航船期查询中东印巴红海中东沙特阿拉伯达曼,6f8b58f544dcf075f73909caf9a697fd,VOLTA(MEGA) | SLS(MEGA),青岛(QINGDAO)[2天] → 天津(TIANJIN)[2天] → 大连(DALIAN)[4天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO),广州南沙(NANSHA)[18天] → 杰贝阿里(JEBEL ALI)[3天] → 哈马德港(HAMAD PORT)[2天] → 达曼(DAMMAM)[19天] → 青岛(QINGDAO),4天
青岛,明日数航船期查询中东印巴红海中东沙特阿拉伯达曼,9b731d7b98e37e022e9dc9de528fbe16,WHL(AM1) | PIL(GCS) | RCL(RCG),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[1天] → 深圳蛇口(SHEKOU),新加坡(SINGAPORE)[9天] → 杰贝阿里(JEBEL ALI)[4天] → 达曼(DAMMAM)[13天] → 新加坡(SINGAPORE)[7天] → 青岛(QINGDAO),6天
青岛,明日数航船期查询中东印巴红海中东沙特阿拉伯达曼,3e393cc4bd64f53235983fa15b1dabf7,KMTC(AIM) | BLPL(GALEX) | HMM(GLX) | GFS(GALEX) | ONE(AG2) | RCL(RIM12) | TSL(GLX) | 阿联酋(EGLX),釜山新港(BUSAN NEW PORT)[3天] → 青岛(QINGDAO)[4天] → 厦门(XIAMEN)[2天] → 深圳大铲湾(DA CHAN BAY)[6天] → 巴生西(PORT KELANG W),杰贝阿里(JEBEL ALI)[3天] → 达曼(DAMMAM)[2天] → 巴林(BAHRAIN)[18天] → 釜山新港(BUSAN NEW PORT),11天
青岛,明日数航船期查询中东印巴红海红海沙特阿拉伯吉达,2eda48fc46506cb911e503a5829cf334,嘉华航运(EMX),,,
青岛,明日数航船期查询中东印巴红海红海沙特阿拉伯吉达,fb1859ebd7be4bf8cb442eb598dfa6aa,PIL(RS2) | MARIANA(RS2),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[1天] → 深圳蛇口(SHEKOU)[5天] → 新加坡(SINGAPORE)[9天] → 吉布提(DJIBOUTI),吉达(JEDDAH)[2天] → 亚喀巴(AQABAH)[2天] → 苏科纳(SOKHNA)[5天] → 吉布提(DJIBOUTI)[12天] → 新加坡(SINGAPORE)[8天] → 青岛(QINGDAO),3天
青岛,明日数航船期查询中东印巴红海红海沙特阿拉伯吉达,17d23f888b04450cf4b53e4dfb620a69,PEAK(CMS) | BLPL(FMS) | 中联航运(AEM) | UGL(AEM) | GFS(FMS) | 可达利(FMS),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[19天] → 吉达(JEDDAH)[5天] → 亚历山大(ALEXANDRIA),阿利亚加(IZMIR--ALIAGA)[3天] → 伊斯坦布尔(ISTANBUL)[4天] → 梅尔辛(MERSIN)[5天] → 吉达(JEDDAH)[15天] → 巴生西(PORT KELANG W)[9天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询中东印巴红海红海沙特阿拉伯吉达,b1d283ce495b2ccde744b639b9695f38,中联航运(REX),宁波(NINGBO)[4天] → 广州南沙(NANSHA)[1天] → 深圳蛇口(SHEKOU)[15天] → 吉布提(DJIBOUTI),苏科纳(SOKHNA)[2天] → 吉达(JEDDAH)[14天] → 宁波(NINGBO),6天
青岛,明日数航船期查询中东印巴红海红海沙特阿拉伯吉达,5ef3887702f8a558421d13e9afa650d2,海杰航运(MEDW),,,
青岛,明日数航船期查询中东印巴红海红海沙特阿拉伯吉达,8070052431cd8609edd569a36a6455ab,CMA(REX2),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[4天] → 深圳蛇口(SHEKOU)[1天] → 广州南沙(NANSHA)[4天] → 新加坡(SINGAPORE),吉布提(DJIBOUTI)[4天] → 吉达(JEDDAH)[3天] → 苏科纳(SOKHNA)[4天] → 亚喀巴(AQABAH)[3天] → 吉达(JEDDAH)[23天] → 青岛(QINGDAO),12天
青岛,明日数航船期查询中东印巴红海红海沙特阿拉伯吉达,38603dbac86427be875c8dfd9fdc2f58,吉航海运(CRS1),,,
青岛,明日数航船期查询中东印巴红海红海沙特阿拉伯吉达,73b7a64f42d19e4f3fe2f7ee734f4815,COSCO(RES1) | OOCL(RS2) | 辰鑫航运(CXREX),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[5天] → 广州南沙(NANSHA),吉达(JEDDAH)[4天] → 苏科纳(SOKHNA)[25天] → 青岛(QINGDAO),10天
青岛,明日数航船期查询中东印巴红海红海沙特阿拉伯吉达,b20d83afafc824cc128788284ae8b15b,安福航运,,,
青岛,明日数航船期查询中东印巴红海红海沙特阿拉伯吉达,07eba23cf686ee216eb57d2eaf41a983,TSL(RCX) | GFS(RCS) | EMC(RCS) | RCL(RCR),上海(SHANGHAI)[2天] → 青岛(QINGDAO)[5天] → 广州南沙(NANSHA)[2天] → 深圳蛇口(SHEKOU)[18天] → 吉达(JEDDAH),苏科纳(SOKHNA)[2天] → 亚喀巴(AQABAH)[3天] → 吉达(JEDDAH)[21天] → 上海(SHANGHAI),3天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,5102174692b08c47bbf71fa96252aa0c,ONE(KC2) | 南星海运(NFS) | MARIANA(KCS) | PIL(KCS) | KMTC(KCM4) | IAL(NFS),釜山(BUSAN)[2天] → 仁川(INCHON)[1天] → 青岛(QINGDAO)[3天] → 上海(SHANGHAI)[8天] → 新加坡(SINGAPORE),巴生西(PORT KELANG W)[4天] → 胡志明卡莱港(HOCHIMINH--CAT LAI)[3天] → 深圳蛇口(SHEKOU)[5天] → 釜山(BUSAN),2天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,2330699e6e982db4d6f151e95ce4121e,MSC(PERTIWI),釜山新港(BUSAN NEW PORT)[5天] → 大连(DALIAN)[2天] → 天津(TIANJIN)[3天] → 青岛(QINGDAO)[5天] → 深圳蛇口(SHEKOU)[5天] → 新加坡(SINGAPORE)[2天] → 雅加达(JAKARTA),潘江(PANJANG)[2天] → 雅加达(JAKARTA)[3天] → 新加坡(SINGAPORE)[6天] → 香港(HONG KONG)[1天] → 广州南沙(NANSHA)[6天] → 釜山新港(BUSAN NEW PORT),2天
青岛,明日数航船期查询东南亚新马越泰新加坡新加坡,ace029aae671456270cc772ab586d2fc,IAL(CI5) | MTT(CCS) | BTL(CCS) | KMTC(FME2) | WHL(CI5),青岛(QINGDAO)[2天] → 釜山(BUSAN)[3天] → 上海(SHANGHAI)[4天] → 深圳蛇口(SHEKOU)[6天] → 新加坡(SINGAPORE)[2天] → 巴生西(PORT KELANG W)[1天] → 巴生北(PORT KELANG N),清奈(CHENNAI)[2天] → 卡图帕里(KATTUPALLI)[6天] → 巴生北(PORT KELANG N)[1天] → 新加坡(SINGAPORE)[1天] → 巴西古单(PASIR GUDANG)[6天] → 高雄(KAOHSIUNG)[3天] → 青岛(QINGDAO),5天
